pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
18	S1S1_inter	A brown dog is attacking another animal in front of the man in pants	S1_null	Two dogs are wrestling and hugging	S1_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	A brown dog is jumping up at another dog in front of the man in jeans.	Two dogs wrestle or hug.	FLICKR	FLICKR	TRAIN
19	S1S2_intra	A person in a black jacket is doing tricks on a motorbike	S1_null	A man in a black jacket is doing tricks on a motorbike	S2_lex	4.9	ENTAILMENT	A_entails_B	B_entails_A	A person in a black jacket doing tricks on a motorbike.	A person in a black jacket doing tricks on a motorbike.	FLICKR	FLICKR	TEST
21	S1S4_intra	A person in a black jacket is doing tricks on a motorbike	S1_null	A person on a black motorbike is doing tricks with a jacket	S4_ws	3.0	NEUTRAL	A_neutral_B	B_neutral_A	A person in a black jacket doing tricks on a motorbike.	A person in a black jacket doing tricks on a motorbike.	FLICKR	FLICKR	TEST
24	S1S2_inter	A person in a black jacket is doing tricks on a motorbike	S1_null	A skilled person is riding a bicycle on one wheel	S2_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	A person in a black jacket doing tricks on a motorbike.	A person rides their bicycle onto a rock and balances on one wheel.	FLICKR	FLICKR	TRIAL
26	S1S2_inter	A person is riding the bicycle on one wheel	S1_null	A man in a black jacket is doing tricks on a motorbike	S2_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	A person in a black jacket doing tricks on a motorbike.	A person rides their bicycle onto a rock and balances on one wheel.	FLICKR	FLICKR	TRAIN
27	S1S3_inter	A person is riding the bicycle on one wheel	S1_null	There is no man in a black jacket doing tricks on a motorbike	S3_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	A person rides their bicycle onto a rock and balances on one wheel.	A person in a black jacket doing tricks on a motorbike.	FLICKR	FLICKR	TEST
29	S1S1_inter	A person is riding the bicycle on one wheel	S1_null	A person in a black jacket is doing tricks on a motorbike	S1_null	3.3	NEUTRAL	A_neutral_B	B_neutral_A	A person in a black jacket doing tricks on a motorbike.	A person rides their bicycle onto a rock and balances on one wheel.	FLICKR	FLICKR	TEST
30	S1S2_intra	A man with a jersey is dunking the ball at a basketball game	S1_null	The ball is being dunked by a man with a jersey at a basketball game	S2_top	4.9	ENTAILMENT	A_entails_B	B_entails_A	A man with jersey 23 is dunking the ball at a basket ball game.	A man with jersey 23 is dunking the ball at a basket ball game.	FLICKR	FLICKR	TRAIN
31	S1S3_intra	A man with a jersey is dunking the ball at a basketball game	S1_null	There is no man dunking the ball at a basketball game	S3_od	4.0	CONTRADICTION	A_contradicts_B	B_contradicts_A	A man with jersey 23 is dunking the ball at a basket ball game.	A man with jersey 23 is dunking the ball at a basket ball game.	FLICKR	FLICKR	TEST
35	S1S2_inter	A man with a jersey is dunking the ball at a basketball game	S1_null	A man who is playing dunks the basketball into the net and a crowd is in background	S2_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	A man with jersey 23 is dunking the ball at a basket ball game.	Player number 23 dunks the basketball into the net with a crowd in the background.	FLICKR	FLICKR	TRAIN
36	S1S3_inter	A man with a jersey is dunking the ball at a basketball game	S1_null	The player is missing the basket and a crowd is in background	S3_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	A man with jersey 23 is dunking the ball at a basket ball game.	Player number 23 dunks the basketball into the net with a crowd in the background.	FLICKR	FLICKR	TEST
37	S1S2_inter	The player is dunking the basketball into the net and a crowd is in background	S1_null	The ball is being dunked by a man with a jersey at a basketball game	S2_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	Player number 23 dunks the basketball into the net with a crowd in the background.	A man with jersey 23 is dunking the ball at a basket ball game.	FLICKR	FLICKR	TEST
40	S1S1_inter	The player is dunking the basketball into the net and a crowd is in background	S1_null	A man with a jersey is dunking the ball at a basketball game	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	A man with jersey 23 is dunking the ball at a basket ball game.	Player number 23 dunks the basketball into the net with a crowd in the background.	FLICKR	FLICKR	TRAIN
41	S1S2_intra	Two people are kickboxing and spectators are watching	S1_null	Two people are fighting and spectators are watching	S2_lex	4.4	ENTAILMENT	A_entails_B	B_neutral_A	Two people kick boxing, with others spectating.	Two people kick boxing, with others spectating.	FLICKR	FLICKR	TEST
46	S1S2_inter	Two people are kickboxing and spectators are watching	S1_null	Two young women are sparring in a kickboxing fight	S2_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	Two people kick boxing, with others spectating.	Two woman spar in a kickboxing match.	FLICKR	FLICKR	TEST
47	S1S3_inter	Two people are kickboxing and spectators are watching	S1_null	Two young women are not sparring in a kickboxing fight	S3_null	3.415	NEUTRAL	A_neutral_B	B_neutral_A	Two people kick boxing, with others spectating.	Two woman spar in a kickboxing match.	FLICKR	FLICKR	TRAIN
48	S1S2_inter	Two women are sparring in a kickboxing match	S1_null	Two people are fighting and spectators are watching	S2_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	Two woman spar in a kickboxing match.	Two people kick boxing, with others spectating.	FLICKR	FLICKR	TEST
49	S1S3_inter	Two women are sparring in a kickboxing match	S1_null	Two people are kickboxing and spectators are not watching	S3_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	Two woman spar in a kickboxing match.	Two people kick boxing, with others spectating.	FLICKR	FLICKR	TRAIN
51	S1S1_inter	Two people are kickboxing and spectators are watching	S1_null	Two women are sparring in a kickboxing match	S1_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	Two people kick boxing, with others spectating.	Two woman spar in a kickboxing match.	FLICKR	FLICKR	TEST
53	S1S3_intra	Children in red shirts are playing in the leaves	S1_null	Children in red shirts are sleeping in the leaves	S3_so	4.0	NEUTRAL	A_neutral_B	B_contradicts_A	Children in red shirts play in the leaves.	Children in red shirts play in the leaves.	FLICKR	FLICKR	TEST
54	S1S4_intra	Children in red shirts are playing in the leaves	S1_null	Children covered by leaves are playing with red shirts	S4_ws	3.9	NEUTRAL	A_neutral_B	B_neutral_A	Children in red shirts play in the leaves.	Children in red shirts play in the leaves.	FLICKR	FLICKR	TEST
58	S1S3_inter	Children in red shirts are playing in the leaves	S1_null	Three kids are sitting in the leaves	S3_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	Children in red shirts play in the leaves.	Three kids jumping in leaves.	FLICKR	FLICKR	TRAIN
62	S1S1_inter	Children in red shirts are playing in the leaves	S1_null	Three kids are jumping in the leaves	S1_null	4.0	NEUTRAL	A_neutral_B	B_neutral_A	Children in red shirts play in the leaves.	Three kids jumping in leaves.	FLICKR	FLICKR	TRAIN
64	S1S3_intra	Two children are lying in the snow and are making snow angels	S1_null	There is no child lying in the snow and making snow angels	S3_od	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	Two children lying in the snow making snow angels	Two children lying in the snow making snow angels	FLICKR	FLICKR	TEST
67	S1S3_intra	Two people in snowsuits are lying in the snow and making snow angels	S1_null	Nobody in snowsuits is lying in the snow and making snow angels	S3_od	4.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	Two people in snowsuits laying in the snow making snow angels	Two people in snowsuits laying in the snow making snow angels	FLICKR	FLICKR	TEST
68	S1S2_inter	Two children are lying in the snow and are making snow angels	S1_null	Two people wearing snowsuits are on the ground making snow angels	S2_null	4.6	NEUTRAL	A_neutral_B	B_neutral_A	Two people in snowsuits laying in the snow making snow angels	Two children lying in the snow making snow angels	FLICKR	FLICKR	TEST
69	S1S3_inter	Two children are lying in the snow and are making snow angels	S1_null	Nobody in snowsuits is lying in the snow and making snow angels	S3_null	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	Two children lying in the snow making snow angels	Two people in snowsuits laying in the snow making snow angels	FLICKR	FLICKR	TEST
72	S1S4_inter	Two people in snowsuits are lying in the snow and making snow angels	S1_null	Two angels are making snow on the lying children	S4_null	2.5	NEUTRAL	A_neutral_B	B_neutral_A	Two people in snowsuits laying in the snow making snow angels	Two children lying in the snow making snow angels	FLICKR	FLICKR	TRAIN
73	S1S1_inter	Two children are lying in the snow and are making snow angels	S1_null	Two people in snowsuits are lying in the snow and making snow angels	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	Two children lying in the snow making snow angels	Two people in snowsuits laying in the snow making snow angels	FLICKR	FLICKR	TRAIN
74	S1S2_intra	A little girl is looking at a woman in costume	S1_null	A young girl is looking at a woman in costume	S2_aa	4.7	ENTAILMENT	A_entails_B	B_entails_A	The back of a woman in costume ; little girl looks at her	The back of a woman in costume ; little girl looks at her	FLICKR	FLICKR	TEST
75	S1S3_intra	A little girl is looking at a woman in costume	S1_null	The little girl is looking at a man in costume	S3_so	3.8	NEUTRAL	A_contradicts_B	B_neutral_A	The back of a woman in costume ; little girl looks at her	The back of a woman in costume ; little girl looks at her	FLICKR	FLICKR	TEST
76	S1S4_intra	A little girl is looking at a woman in costume	S1_null	A little girl in costume looks like a woman	S4_ws	2.9	NEUTRAL	A_neutral_B	B_neutral_A	The back of a woman in costume ; little girl looks at her	The back of a woman in costume ; little girl looks at her	FLICKR	FLICKR	TEST
77	S1S2_intra	People wearing costumes are gathering in a forest and are looking in the same direction	S1_null	Masked people are looking in the same direction in a forest	S2_lex	4.4	ENTAILMENT	A_entails_B	B_neutral_A	People with costumes are gathered in a wooded area looking the same direction.	People with costumes are gathered in a wooded area looking the same direction.	FLICKR	FLICKR	TRAIN
78	S1S3_intra	People wearing costumes are gathering in a forest and are looking in the same direction	S1_null	People wearing costumes are scattering in a forest and are looking in different directions	S3_inv	3.2	NEUTRAL	A_neutral_B	B_contradicts_A	People with costumes are gathered in a wooded area looking the same direction.	People with costumes are gathered in a wooded area looking the same direction.	FLICKR	FLICKR	TRAIN
81	S1S3_inter	A little girl is looking at a woman in costume	S1_null	People wearing costumes are scattering in a forest and are looking in different directions	S3_null	2.4	NEUTRAL	A_neutral_B	B_neutral_A	The back of a woman in costume ; little girl looks at her	People with costumes are gathered in a wooded area looking the same direction.	FLICKR	FLICKR	TRAIN
82	S1S4_inter	A little girl is looking at a woman in costume	S1_null	People are looking at some costumes gathered in the vicinity of the forest	S4_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	The back of a woman in costume ; little girl looks at her	People with costumes are gathered in a wooded area looking the same direction.	FLICKR	FLICKR	TRAIN
84	S1S3_inter	People wearing costumes are gathering in a forest and are looking in the same direction	S1_null	The little girl is looking at a man in costume	S3_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	People with costumes are gathered in a wooded area looking the same direction.	The back of a woman in costume ; little girl looks at her	FLICKR	FLICKR	TRAIN
85	S1S4_inter	People wearing costumes are gathering in a forest and are looking in the same direction	S1_null	A little girl in costume looks like a woman	S4_null	2.0	NEUTRAL	A_neutral_B	B_neutral_A	People with costumes are gathered in a wooded area looking the same direction.	The back of a woman in costume ; little girl looks at her	FLICKR	FLICKR	TRAIN
86	S1S1_inter	A little girl is looking at a woman in costume	S1_null	People wearing costumes are gathering in a forest and are looking in the same direction	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	The back of a woman in costume ; little girl looks at her	People with costumes are gathered in a wooded area looking the same direction.	FLICKR	FLICKR	TEST
87	S1S2_intra	A lone biker is jumping in the air	S1_null	A biker is jumping in the air, alone	S2_lex	5.0	ENTAILMENT	A_entails_B	B_entails_A	a lone bicyclists jumping in the air over a ramp.	a lone bicyclists jumping in the air over a ramp.	FLICKR	FLICKR	TRAIN
90	S1S3_intra	A man is jumping into an empty pool	S1_null	A man is jumping into a full pool	S3_so	3.0	CONTRADICTION	A_contradicts_B	B_contradicts_A	A man does bike jumps in the dark in an empty pool.	A man does bike jumps in the dark in an empty pool.	FLICKR	FLICKR	TRAIN
91	S1S4_intra	A man is jumping into an empty pool	S1_null	The man's jumper is in the empty pool	S4_ws	3.1	NEUTRAL	A_neutral_B	B_neutral_A	A man does bike jumps in the dark in an empty pool.	A man does bike jumps in the dark in an empty pool.	FLICKR	FLICKR	TRAIN
92	S1S2_inter	A lone biker is jumping in the air	S1_null	A man is jumping into an empty swimming pool	S2_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a lone bicyclists jumping in the air over a ramp.	A man does bike jumps in the dark in an empty pool.	FLICKR	FLICKR	TEST
93	S1S3_inter	A lone biker is jumping in the air	S1_null	A man is jumping into a full pool	S3_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	A man does bike jumps in the dark in an empty pool.	a lone bicyclists jumping in the air over a ramp.	FLICKR	FLICKR	TRAIN
95	S1S2_inter	A man is jumping into an empty pool	S1_null	A biker is jumping in the air, alone	S2_null	1.6	NEUTRAL	A_neutral_B	B_neutral_A	a lone bicyclists jumping in the air over a ramp.	A man does bike jumps in the dark in an empty pool.	FLICKR	FLICKR	TEST
96	S1S3_inter	A man is jumping into an empty pool	S1_null	There is no biker jumping in the air	S3_null	1.2	NEUTRAL	A_neutral_B	B_neutral_A	A man does bike jumps in the dark in an empty pool.	a lone bicyclists jumping in the air over a ramp.	FLICKR	FLICKR	TEST
97	S1S1_inter	A lone biker is jumping in the air	S1_null	A man is jumping into an empty pool	S1_null	1.5	NEUTRAL	A_neutral_B	B_neutral_A	a lone bicyclists jumping in the air over a ramp.	A man does bike jumps in the dark in an empty pool.	FLICKR	FLICKR	TRAIN
101	S1S3_intra	Four girls are doing backbends and playing outdoors	S1_null	Four girls are doing backbends and playing indoors	S3_so	4.0	NEUTRAL	A_neutral_B	B_neutral_A	Four girls do backbends while playing outdoors.	Four girls do backbends while playing outdoors.	FLICKR	FLICKR	TEST
106	S1S1_inter	Four girls are doing backbends and playing outdoors	S1_null	Four children are doing backbends in the park	S1_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	Four children do backbends in the park.	Four girls do backbends while playing outdoors.	FLICKR	FLICKR	TEST
110	S1S3_intra	Two teams are competing in a football match	S1_null	Two teams are competing in a baseball game	S3_so	3.9	NEUTRAL	A_neutral_B	B_neutral_A	Two teams compete in football.	Two teams compete in football.	FLICKR	FLICKR	TEST
111	S1S4_intra	Two teams are competing in a football match	S1_null	Football is being played by two competing teams	S4_ws	4.8	ENTAILMENT	A_entails_B	B_entails_A	Two teams compete in football.	Two teams compete in football.	FLICKR	FLICKR	TEST
114	S1S4_inter	A player is running with the ball	S1_null	Football is being played by two competing teams	S4_null	3.0	NEUTRAL	A_neutral_B	B_neutral_A	A running back running with the football.	Two teams compete in football.	FLICKR	FLICKR	TEST
115	S1S2_inter	Two teams are competing in a football match	S1_null	A man who is playing is running with the ball in his hands	S2_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	Two teams compete in football.	A running back running with the football.	FLICKR	FLICKR	TEST
117	S1S1_inter	A player is running with the ball	S1_null	Two teams are competing in a football match	S1_null	2.6	NEUTRAL	A_neutral_B	B_neutral_A	A running back running with the football.	Two teams compete in football.	FLICKR	FLICKR	TRAIN
118	S1S2_intra	Five children are standing in front of a wooden hut	S1_null	Five children are standing in front of a hut made of wood	S2_expa	4.8	ENTAILMENT	A_entails_B	B_entails_A	Five children are standing in front of a wooden hut.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TEST
119	S1S3_intra	Five children are standing in front of a wooden hut	S1_null	Five children are standing in a wooden hut	S3_so	4.2	NEUTRAL	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	Five children are standing in front of a wooden hut.	FLICKR	FLICKR	TRIAL
121	S1S2_intra	Five kids are standing close together and one kid has a gun	S1_null	Five kids are standing close together and one kid has a weapon	S2_lex	4.8	ENTAILMENT	A_entails_B	B_neutral_A	There are five kids standing next to each other, and the one in the red has a gun.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TEST
122	S1S3_intra	Five kids are standing close together and one kid has a gun	S1_null	Five kids are standing close together and none of the kids has a gun	S3_od	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	There are five kids standing next to each other, and the one in the red has a gun.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TRAIN
123	S1S2_inter	Five children are standing in front of a wooden hut	S1_null	Five kids are standing close together and one kid has a weapon	S2_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TEST
128	S1S1_inter	Five children are standing in front of a wooden hut	S1_null	Five kids are standing close together and one kid has a gun	S1_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	Five children are standing in front of a wooden hut.	There are five kids standing next to each other, and the one in the red has a gun.	FLICKR	FLICKR	TEST
130	S1S3_intra	A man is sitting in a field	S1_null	A man is running in a field	S3_so	2.6	NEUTRAL	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A man sitting cross-legged in a field	FLICKR	FLICKR	TRAIN
131	S1S2_intra	A person is wearing a hat and is sitting on the grass	S1_null	A person is sitting in a field and is wearing a hat	S2_lex	4.1	NEUTRAL	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN
132	S1S3_intra	A person is wearing a hat and is sitting on the grass	S1_null	There is no person wearing a hat and sitting on the grass	S3_od	3.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	A person wearing a hat sits on the grass with a mountain behind him.	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TEST
135	S1S3_inter	A man is sitting in a field	S1_null	There is no person wearing a hat and sitting on the grass	S3_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TEST
138	S1S3_inter	A person is wearing a hat and is sitting on the grass	S1_null	A man is running in a field	S3_null	1.4	NEUTRAL	A_neutral_B	B_neutral_A	A person wearing a hat sits on the grass with a mountain behind him.	A man sitting cross-legged in a field	FLICKR	FLICKR	TEST
139	S1S1_inter	A man is sitting in a field	S1_null	A person is wearing a hat and is sitting on the grass	S1_null	3.8	NEUTRAL	A_neutral_B	B_neutral_A	A man sitting cross-legged in a field	A person wearing a hat sits on the grass with a mountain behind him.	FLICKR	FLICKR	TRAIN
141	S1S3_intra	A group of friends are riding the current in a raft	S1_null	A group is not riding the current in a raft	S3_inv	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	A group of friends ride the current in a raft.	A group of friends ride the current in a raft.	FLICKR	FLICKR	TRAIN
142	S1S2_intra	This group of people is practicing water safety and wearing preservers	S1_null	Preservers are being worn by a group of people who are practicing water safety	S2_top	4.9	ENTAILMENT	A_entails_B	B_entails_A	this group of people are practicing water safety by wearing preservers while in a raft on the river	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TEST
144	S1S2_inter	A group of friends are riding the current in a raft	S1_null	Preservers are being worn by a group of people who are practicing water safety	S2_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	A group of friends ride the current in a raft.	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TEST
148	S1S1_inter	A group of friends are riding the current in a raft	S1_null	This group of people is practicing water safety and wearing preservers	S1_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	A group of friends ride the current in a raft.	this group of people are practicing water safety by wearing preservers while in a raft on the river	FLICKR	FLICKR	TRAIN
149	S1S2_intra	A deer is jumping over a fence	S1_null	A deer is jumping over the enclosure	S2_lex	4.535	ENTAILMENT	A_entails_B	B_neutral_A	A deer is jumping over a fence.	A deer is jumping over a fence.	FLICKR	FLICKR	TEST
150	S1S3_intra	A deer is jumping over a fence	S1_null	A deer isn't jumping over the fence	S3_inv	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	A deer is jumping over a fence.	A deer is jumping over a fence.	FLICKR	FLICKR	TRAIN
152	S1S3_intra	A deer is jumping a fence	S1_null	There is no deer jumping fences	S3_inv	4.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	A deer jumps a fence.	A deer jumps a fence.	FLICKR	FLICKR	TEST
156	S1S3_inter	A deer is jumping a fence	S1_null	A deer isn't jumping over the fence	S3_null	3.55	CONTRADICTION	A_contradicts_B	B_contradicts_A	A deer jumps a fence.	A deer is jumping over a fence.	FLICKR	FLICKR	TEST
157	S1S1_inter	A deer is jumping over a fence	S1_null	A deer is jumping a fence	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	A deer is jumping over a fence.	A deer jumps a fence.	FLICKR	FLICKR	TEST
158	S1S2_intra	People are walking outside a building that has many murals on it	S1_null	People are walking outside the building that has several murals on it	S2_det	4.7	ENTAILMENT	A_entails_B	B_entails_A	People walk outside of a building that has many murals painted on it.	People walk outside of a building that has many murals painted on it.	FLICKR	FLICKR	TEST
161	S1S3_intra	Several people are in front of a colorful building	S1_null	Nobody is in front of the colorful building	S3_od	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	Several people are in a front of a colorful painted building.	Several people are in a front of a colorful painted building.	FLICKR	FLICKR	TRAIN
163	S1S3_inter	People are walking outside a building that has many murals on it	S1_null	Nobody is in front of the colorful building	S3_null	3.6	NEUTRAL	A_contradicts_B	B_neutral_A	People walk outside of a building that has many murals painted on it.	Several people are in a front of a colorful painted building.	FLICKR	FLICKR	TRAIN
165	S1S3_inter	Several people are in front of a colorful building	S1_null	People are walking inside a building that has many murals on it	S3_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	Several people are in a front of a colorful painted building.	People walk outside of a building that has many murals painted on it.	FLICKR	FLICKR	TEST
166	S1S1_inter	People are walking outside a building that has many murals on it	S1_null	Several people are in front of a colorful building	S1_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	People walk outside of a building that has many murals painted on it.	Several people are in a front of a colorful painted building.	FLICKR	FLICKR	TEST
168	S1S3_intra	A child is hitting a baseball	S1_null	A child is missing a baseball	S3_so	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	A child hits a baseball.	A child hits a baseball.	FLICKR	FLICKR	TEST
169	S1S2_intra	A family is watching a little boy who is hitting a baseball	S1_null	A family is watching a boy who is hitting a baseball	S2_aa	4.6	ENTAILMENT	A_entails_B	B_neutral_A	A little boy hits a baseball while his family watches	A little boy hits a baseball while his family watches	FLICKR	FLICKR	TEST
170	S1S3_intra	A family is watching a little boy who is hitting a baseball	S1_null	A family is watching a little boy who is missing a baseball	S3_od	3.9	NEUTRAL	A_contradicts_B	B_neutral_A	A little boy hits a baseball while his family watches	A little boy hits a baseball while his family watches	FLICKR	FLICKR	TRAIN
173	S1S3_inter	A child is hitting a baseball	S1_null	A family is watching a little boy who is missing a baseball	S3_null	3.015	NEUTRAL	A_neutral_B	B_neutral_A	A child hits a baseball.	A little boy hits a baseball while his family watches	FLICKR	FLICKR	TRAIN
175	S1S2_inter	A family is watching a little boy who is hitting a baseball	S1_null	A boy is hitting a baseball	S2_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	A little boy hits a baseball while his family watches	A child hits a baseball.	FLICKR	FLICKR	TEST
177	S1S1_inter	A family is watching a little boy who is hitting a baseball	S1_null	A child is hitting a baseball	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	A child hits a baseball.	A little boy hits a baseball while his family watches	FLICKR	FLICKR	TEST
178	S1S2_intra	A large group of Asian people is eating at a restaurant	S1_null	A group of people from Asia is eating at a restaurant	S2_expa	4.8	ENTAILMENT	A_entails_B	B_neutral_A	A large group of asian people are eating at a restaurant.	A large group of asian people are eating at a restaurant.	FLICKR	FLICKR	TEST
179	S1S3_intra	A large group of Asian people is eating at a restaurant	S1_null	A small group of people is waiting to eat in a restaurant	S3_so	3.4	NEUTRAL	A_neutral_B	B_neutral_A	A large group of asian people are eating at a restaurant.	A large group of asian people are eating at a restaurant.	FLICKR	FLICKR	TEST
180	S1S4_intra	A large group of Asian people is eating at a restaurant	S1_null	A group of people in a large Asian restaurant is eating	S4_ws	3.5	NEUTRAL	A_neutral_B	B_neutral_A	A large group of asian people are eating at a restaurant.	A large group of asian people are eating at a restaurant.	FLICKR	FLICKR	TEST
181	S1S2_intra	Various people are eating at red tables in a crowded restaurant with purple lights	S1_null	Various customers are eating in a crowded restaurant with purple lights	S2_lex	4.6	ENTAILMENT	A_entails_B	B_neutral_A	Various people are eating at red tables in a crowded restaurant with purple lights.	Various people are eating at red tables in a crowded restaurant with purple lights.	FLICKR	FLICKR	TEST
